instance,solver,n_fragments,n_selected,max_duration,duration_used,duration_utilization,fragment_coverage,duration_coverage,solver_score,mean_relevance,mean_coherence,objective_score,selected_indices
bench_disordered.json,baseline,5.0,4.0,35.0,35.0,1.0,0.8,0.813953488372093,4.5875,0.0,0.0,0.0,"[1, 4, 2, 3]"
bench_disordered.json,llm_dynamic,5.0,4.0,35.0,35.0,1.0,0.8,0.813953488372093,0.6000000000000001,0.0,0.8000000000000002,0.6000000000000001,"[0, 3, 4, 1]"
